precio,cantidad,descuento,total_venta,categoria,metodo_pago,cliente,producto,comentarios,descripcion_producto,fecha
2595.46,8,0.19,5512.59,Electrónica,Transferencia,"{'nombre': 'Alexander Wade', 'edad': 59, 'ciudad': 'Monterrey'}","{'nombre': 'between', 'marca': 'Cobb Ltd', 'stock': 14}",Else contain note machine guy science international would. Mean shoulder major enjoy day.,"Dark rise suddenly relate forget.
Fish rule right actually. Of than owner. Democratic music contain down present sort understand final.",2025-05-22
1313.61,8,0.19,6962.12,Belleza,PayPal,"{'nombre': 'Jeremy Alexander', 'edad': 44, 'ciudad': 'Querétaro'}","{'nombre': 'quality', 'marca': 'Ellis, Lee and Miller', 'stock': 84}",Into summer actually maintain point yes. Rest often executive two. Discover position continue full.,Free piece might unit audience mission east. Behavior news stand wish civil east health.,2026-01-08
2888.32,3,0.11,9029.51,Hogar,Efectivo,"{'nombre': 'Karen Price', 'edad': 42, 'ciudad': 'CDMX'}","{'nombre': 'book', 'marca': 'Ward, Howard and Ray', 'stock': 61}",Daughter require minute hit another list. On purpose if. How sound people more.,Risk attack nice while strategy. Attorney compare executive region society free customer able.,2025-08-20
1666.76,6,0.04,3325.35,Electrónica,PayPal,"{'nombre': 'Nicholas Norton', 'edad': 47, 'ciudad': 'Puebla'}","{'nombre': 'turn', 'marca': 'Smith, Lloyd and Strickland', 'stock': 98}",Police stage bed prove pull bill director their. Interest poor international.,Build fight form last something focus. Day side guy begin hold reality finally.,2026-01-30
2003.62,4,0.17,2845.58,Belleza,Efectivo,"{'nombre': 'Samantha Flores', 'edad': 50, 'ciudad': 'Puebla'}","{'nombre': 'particular', 'marca': 'Wyatt, Alvarez and Mccormick', 'stock': 67}",Born option coach general hour. Myself this factor.,Condition class open knowledge court citizen management. Sister save operation long fine here PM. Tonight to push left.,2025-09-13
2410.82,1,0.04,1964.5,Hogar,Tarjeta,"{'nombre': 'Laura Barnes', 'edad': 32, 'ciudad': 'Monterrey'}","{'nombre': 'miss', 'marca': 'Becker PLC', 'stock': 31}",Though power character realize later. Player buy past fish.,Here though dog state. Commercial shoulder throughout Mrs walk national.,2025-08-07
1330.27,2,0.1,8620.12,Ropa,Tarjeta,"{'nombre': 'Angela White', 'edad': 34, 'ciudad': 'Monterrey'}","{'nombre': 'practice', 'marca': 'Williams Group', 'stock': 98}",Standard who every short name part minute.,Keep modern choice project red. Range specific another action. Long talk necessary certainly general strong. Long cell wait beat back.,2026-03-11
4774.64,7,0.3,5081.65,Hogar,PayPal,"{'nombre': 'Sheri Smith', 'edad': 21, 'ciudad': 'Monterrey'}","{'nombre': 'range', 'marca': 'Gutierrez-Hensley', 'stock': 34}",Physical husband number by sea ten protect. Wall left morning rate west.,Provide thing know stay. Republican teacher approach minute.,2025-04-22
3773.84,2,0.18,9637.18,Belleza,Efectivo,"{'nombre': 'Kelsey Giles', 'edad': 19, 'ciudad': 'Monterrey'}","{'nombre': 'six', 'marca': 'Porter, Zimmerman and Woods', 'stock': 38}",Church great watch table public indicate. Like really throughout partner college.,At wife gas strategy explain employee century professional. Federal Congress forget light find on heavy. Message court everyone clear carry law size.,2026-03-16
4259.7,2,0.17,2073.89,Hogar,PayPal,"{'nombre': 'Ernest Turner', 'edad': 48, 'ciudad': 'Querétaro'}","{'nombre': 'since', 'marca': 'Hernandez-Berg', 'stock': 73}",Back good professional economy issue personal occur. Catch recent learn policy their meeting.,Else official away result here or him. Argue next movement son production local movie. Leg eat show strong price build common.,2026-01-22
1224.0,7,0.16,6143.38,Hogar,Efectivo,"{'nombre': 'Clayton Mccarty', 'edad': 55, 'ciudad': 'Puebla'}","{'nombre': 'smile', 'marca': 'Patterson-Pena', 'stock': 54}",Family model no everybody image me road. Prevent hear thought remain billion.,Someone fear themselves movement. Music represent region heavy mind traditional. Art dinner he design. Field yard less trip.,2025-05-04
816.65,1,0.24,7898.65,Hogar,Tarjeta,"{'nombre': 'Megan Adkins', 'edad': 24, 'ciudad': 'Puebla'}","{'nombre': 'able', 'marca': 'Mcdonald-Vang', 'stock': 58}",Single believe surface explain. Then local box kid.,Start identify alone from ask. View a black yeah play improve then. Amount example along church then.,2025-11-11
925.27,9,0.05,1253.23,Electrónica,Tarjeta,"{'nombre': 'Kimberly Stein', 'edad': 60, 'ciudad': 'Monterrey'}","{'nombre': 'which', 'marca': 'Dunn, Morton and Bowman', 'stock': 95}",Season manager building choose get. Vote how ago detail. Would picture cause science.,Whatever behind table community lead bank. Determine rate wish step anyone approach. Stand win effort successful thousand eight.,2025-08-23
3479.08,6,0.2,4456.88,Hogar,Efectivo,"{'nombre': 'Tracy Campbell', 'edad': 37, 'ciudad': 'Guadalajara'}","{'nombre': 'need', 'marca': 'Rodriguez, Mays and Blevins', 'stock': 4}",View describe view exist according. Than front view child. Model record hear paper.,Section leader carry actually important. Order word and them around do. Show create anything pressure.,2026-03-14
3680.52,9,0.17,8242.96,Electrónica,Transferencia,"{'nombre': 'Emily Peterson', 'edad': 39, 'ciudad': 'CDMX'}","{'nombre': 'event', 'marca': 'Padilla, Williams and Moyer', 'stock': 33}",Outside record usually political. Good they already performance. Full herself room record quickly.,American build as military. Plant inside whom radio positive benefit age. Boy my two hotel.,2025-10-03
882.84,7,0.19,276.95,Deportes,PayPal,"{'nombre': 'Justin Boyer', 'edad': 51, 'ciudad': 'Monterrey'}","{'nombre': 'sea', 'marca': 'James and Sons', 'stock': 5}",Test meeting who sense movement method animal. Thought responsibility indicate sea all factor who.,Himself body often edge right inside wait rise. Population possible vote entire past.,2025-11-04
3055.15,7,0.14,3035.95,Hogar,PayPal,"{'nombre': 'Breanna Vincent', 'edad': 44, 'ciudad': 'Guadalajara'}","{'nombre': 'include', 'marca': 'Bell LLC', 'stock': 27}",Director security nation turn list. Issue one food purpose.,Rise lawyer according time. Poor special office capital. Understand difficult task strong.,2025-12-14
1702.15,8,0.22,9400.44,Electrónica,PayPal,"{'nombre': 'Sean Calderon', 'edad': 52, 'ciudad': 'Puebla'}","{'nombre': 'majority', 'marca': 'Shaffer-White', 'stock': 77}",Still only situation on fund gun. Why president where. Part sometimes successful thing add.,Natural party any official task. Why both painting could star. Although science group bad because matter.,2025-10-01
1745.28,1,0.04,6350.23,Deportes,Transferencia,"{'nombre': 'Joseph Duncan', 'edad': 27, 'ciudad': 'Puebla'}","{'nombre': 'professor', 'marca': 'Garza, Williams and Dougherty', 'stock': 31}",Medical support page really finish. Social discussion to indicate along.,Change human approach but miss thousand. Oil year event suddenly quality season.,2025-08-11
414.16,4,0.2,7062.17,Ropa,Transferencia,"{'nombre': 'Katherine Steele', 'edad': 58, 'ciudad': 'CDMX'}","{'nombre': 'letter', 'marca': 'Ford LLC', 'stock': 9}",Security recently we we card. Career film suffer. Hotel during lose data less yard.,Me simply remain card serve reveal. Heart exactly forward east bill determine.,2025-10-15
3875.18,1,0.06,7402.73,Belleza,Transferencia,"{'nombre': 'Katrina Hodges', 'edad': 54, 'ciudad': 'Querétaro'}","{'nombre': 'such', 'marca': 'Lewis, Garcia and Mcintosh', 'stock': 58}",Theory morning necessary. Certainly page night occur send lawyer experience.,Difference want later provide. Dinner avoid together against Congress although sound.,2025-11-06
2760.23,7,0.1,5401.24,Electrónica,Efectivo,"{'nombre': 'Martha Mills', 'edad': 25, 'ciudad': 'Monterrey'}","{'nombre': 'both', 'marca': 'Russell-Shaw', 'stock': 35}",Perform stage under occur. Although nation everybody what. Eat beyond rich American my.,Attention research although member. Hour end without fast positive its. Student realize song minute space opportunity ok.,2025-08-14
3979.0,7,0.11,266.64,Belleza,PayPal,"{'nombre': 'Matthew Stevens', 'edad': 39, 'ciudad': 'CDMX'}","{'nombre': 'lose', 'marca': 'Alvarado, Green and Hill', 'stock': 91}",In beautiful education its religious account. Affect medical become skill seem daughter.,Eight too wall shoulder. Military only huge into race turn.,2025-07-05
2904.96,5,0.12,2969.46,Deportes,Tarjeta,"{'nombre': 'Sean Gilbert', 'edad': 52, 'ciudad': 'Monterrey'}","{'nombre': 'anything', 'marca': 'Brown PLC', 'stock': 37}",Career act kid financial different hot cover evidence. Hair simply continue whatever sport manager.,Floor vote film person. Indeed teach television field serve. Power home worry hour although.,2025-07-09
2808.3,2,0.24,1287.99,Deportes,Transferencia,"{'nombre': 'Jeffrey Sanford', 'edad': 31, 'ciudad': 'CDMX'}","{'nombre': 'ahead', 'marca': 'Johnston, Warren and Martin', 'stock': 14}",Argue perhaps room you challenge two. Season information indicate yeah friend experience.,Play wrong five. Along address goal professor mission.,2025-04-03
2817.57,1,0.04,5823.45,Hogar,Tarjeta,"{'nombre': 'Jasmine Hall', 'edad': 50, 'ciudad': 'Querétaro'}","{'nombre': 'travel', 'marca': 'Rodriguez, Manning and Myers', 'stock': 29}",Which phone even wear want responsibility.,Research yet class political. Federal teach music treat free for college thousand. Notice whole build property country.,2025-10-24
2037.03,3,0.24,4938.07,Ropa,PayPal,"{'nombre': 'Jessica Smith', 'edad': 39, 'ciudad': 'Guadalajara'}","{'nombre': 'amount', 'marca': 'Peterson Inc', 'stock': 88}",Sell to cultural to say. Section lot painting.,Star picture understand unit game song because. Movie rise place discussion cost ahead born.,2026-03-30
1756.78,2,0.26,3885.41,Electrónica,Efectivo,"{'nombre': 'Andrew Nguyen', 'edad': 53, 'ciudad': 'Querétaro'}","{'nombre': 'full', 'marca': 'Martin-Molina', 'stock': 7}",Activity manage recent guy federal determine. Drive part back whatever if feel.,"Range whether born father over choose avoid.
Food country study itself western.",2025-10-10
4644.5,8,0.19,6774.74,Electrónica,Efectivo,"{'nombre': 'Darren Shaw', 'edad': 52, 'ciudad': 'Querétaro'}","{'nombre': 'right', 'marca': 'Lane-Richards', 'stock': 8}",Glass along simply service. Relationship evidence hotel someone marriage all.,Air we Republican investment. Ball news full certainly century production. Not economy for sister.,2025-12-16
1109.07,8,0.09,5604.88,Electrónica,Efectivo,"{'nombre': 'Randall Anderson IV', 'edad': 19, 'ciudad': 'Monterrey'}","{'nombre': 'political', 'marca': 'King-Baldwin', 'stock': 40}",Read quite prevent turn force three. Out talk it yet seem.,"Response doctor buy little measure. Medical land that imagine. Speech much ready join tend.
Protect accept create point.",2025-12-05
2257.5,4,0.27,6194.95,Deportes,Efectivo,"{'nombre': 'Justin Butler', 'edad': 56, 'ciudad': 'Puebla'}","{'nombre': 'catch', 'marca': 'Booker PLC', 'stock': 32}",News size friend doctor. Him day look national. Than ago fish plant style other who.,"Pressure matter security attorney. Tough size south economy recognize ever.
Room let walk set other yourself. Difficult customer skill body assume.",2025-09-12
3066.54,2,0.2,4225.91,Hogar,PayPal,"{'nombre': 'Eric Gonzalez', 'edad': 21, 'ciudad': 'Puebla'}","{'nombre': 'safe', 'marca': 'Miller-Harvey', 'stock': 60}",Chair dinner five example. Arm rate maintain. Technology tell another forward talk.,"Officer court charge region. Nor your trip effort cut.
Moment real color skin four improve magazine race. Reduce pay hard last. Sort war risk toward.",2025-09-26
1149.55,9,0.29,6490.84,Hogar,Transferencia,"{'nombre': 'Lisa Taylor', 'edad': 37, 'ciudad': 'Guadalajara'}","{'nombre': 'create', 'marca': 'Miller, Greene and Torres', 'stock': 49}",Eat personal challenge power magazine. Game cause either lay once challenge record.,Outside appear assume tax from father purpose. Institution government perhaps project police space continue.,2025-10-15
759.61,7,0.23,6218.31,Ropa,Tarjeta,"{'nombre': 'Michael Williams', 'edad': 30, 'ciudad': 'Guadalajara'}","{'nombre': 'factor', 'marca': 'Jenkins, Barry and Ayala', 'stock': 7}",Heart class simply fill would ability price stand.,Full recognize apply alone. Statement end several. Article difference late husband Democrat window.,2025-08-03
2209.56,1,0.09,5666.37,Electrónica,Transferencia,"{'nombre': 'Brittney Davis', 'edad': 36, 'ciudad': 'Querétaro'}","{'nombre': 'maybe', 'marca': 'Thompson, Jordan and Medina', 'stock': 58}",Window allow stand situation town time property. Room wide bank person sound hair cultural race.,"President industry argue. Girl check thought reveal.
Mention range there listen wrong. When might job civil receive policy research.",2025-12-17
2445.07,7,0.24,1595.75,Hogar,Efectivo,"{'nombre': 'Alexander Velasquez', 'edad': 26, 'ciudad': 'Guadalajara'}","{'nombre': 'ready', 'marca': 'Mitchell, Townsend and Guerrero', 'stock': 81}",Bar point begin quite wait capital care. Few movement parent along including fire.,Use director from usually white. At along head trade investment bed option step.,2025-09-01
2089.28,6,0.22,3194.63,Belleza,Tarjeta,"{'nombre': 'Doris Werner', 'edad': 58, 'ciudad': 'Puebla'}","{'nombre': 'improve', 'marca': 'Gomez, Hawkins and Hansen', 'stock': 76}",Business prepare stand carry example.,"Oil describe artist two billion. Modern different land she second house school.
Win may machine imagine either week painting. Figure boy either.",2026-01-15
1209.6,8,0.3,8490.61,Deportes,Tarjeta,"{'nombre': 'John Alvarez', 'edad': 39, 'ciudad': 'Querétaro'}","{'nombre': 'and', 'marca': 'Wells-Collins', 'stock': 0}",Should admit film former. Very house carry even color office.,Grow of him another tell investment blue. Upon happy her idea tell thank home. Eight involve college pressure.,2025-07-06
2610.68,7,0.15,4807.04,Deportes,Tarjeta,"{'nombre': 'Lisa Patterson', 'edad': 59, 'ciudad': 'Puebla'}","{'nombre': 'simply', 'marca': 'Brown, Morgan and Holloway', 'stock': 87}",Money leader politics include question. Two upon always collection say common.,Last difficult body machine speech difficult next. Beyond place practice. Behavior just likely Mrs.,2025-09-09
2813.52,5,0.27,8846.19,Hogar,Tarjeta,"{'nombre': 'Michelle Chandler', 'edad': 56, 'ciudad': 'CDMX'}","{'nombre': 'rest', 'marca': 'Garcia, Walton and Powers', 'stock': 0}",Fast house back best discover somebody. Matter them eight under floor huge.,"Money tough nation. Himself consumer return would.
Hour dark edge act rest ago. Member know major rest would Mr responsibility.",2026-01-10
152.74,5,0.29,5717.56,Hogar,Efectivo,"{'nombre': 'Anthony Bolton', 'edad': 26, 'ciudad': 'Puebla'}","{'nombre': 'voice', 'marca': 'Jackson Ltd', 'stock': 37}",Market leader green successful. Wife nation oil sit it.,Win treatment attack college. Identify century challenge gas. Protect everyone character already down necessary practice you.,2026-02-17
146.13,9,0.09,9317.03,Belleza,Transferencia,"{'nombre': 'Joshua Shaw', 'edad': 36, 'ciudad': 'CDMX'}","{'nombre': 'law', 'marca': 'Holland, Dudley and Erickson', 'stock': 83}",According not herself knowledge place. Marriage owner him choice.,Watch training word staff need computer number. Popular agree report including. Have doctor member present although.,2025-08-23
2810.47,3,0.15,6326.84,Hogar,Transferencia,"{'nombre': 'Samantha Carr', 'edad': 33, 'ciudad': 'Monterrey'}","{'nombre': 'red', 'marca': 'Harris-Franco', 'stock': 83}",Likely federal age structure grow leg guess say. Say house activity.,Us modern free perform avoid month money. Ball term film each force sister.,2025-07-14
172.22,5,0.05,8105.42,Deportes,Tarjeta,"{'nombre': 'Thomas Sullivan', 'edad': 47, 'ciudad': 'CDMX'}","{'nombre': 'sport', 'marca': 'York LLC', 'stock': 81}",Prepare develop still during medical.,"Back kind point detail area. Least example although support west wind.
Culture rock reach man begin cause. Next stuff machine not risk however.",2025-07-28
2787.99,1,0.1,9753.14,Hogar,PayPal,"{'nombre': 'Charles Skinner', 'edad': 42, 'ciudad': 'Querétaro'}","{'nombre': 'majority', 'marca': 'Peterson Group', 'stock': 94}",Wide political performance whose. Yes heart coach player three ask.,City likely task administration so. Officer decade out national rest drive some. Eye produce medical huge stay glass from.,2025-11-08
4999.2,7,0.04,9690.14,Ropa,Efectivo,"{'nombre': 'Justin Hernandez', 'edad': 25, 'ciudad': 'Monterrey'}","{'nombre': 'left', 'marca': 'Brown and Sons', 'stock': 81}",Other it call pay authority south. If result order officer eat.,For as best main. Work factor I participant same politics. Including respond including name ground own not.,2025-05-07
3807.61,5,0.24,373.5,Deportes,Transferencia,"{'nombre': 'Roberta Michael', 'edad': 26, 'ciudad': 'Monterrey'}","{'nombre': 'number', 'marca': 'Green-Ellis', 'stock': 75}",Return high case. Trip fast east travel born data. Admit hundred quite federal score.,Do somebody indeed detail. Article onto deal growth bag.,2025-04-15
3856.04,4,0.1,5385.7,Ropa,Tarjeta,"{'nombre': 'Nathan King', 'edad': 35, 'ciudad': 'Querétaro'}","{'nombre': 'religious', 'marca': 'Anderson-Vega', 'stock': 53}",Green learn nor husband. White truth suggest level church.,Into already treat whether likely because. Later country foot simple. Nothing film strong size page near wide line.,2025-04-23
4261.2,8,0.02,6956.49,Deportes,Efectivo,"{'nombre': 'Nathan Quinn', 'edad': 57, 'ciudad': 'CDMX'}","{'nombre': 'owner', 'marca': 'Edwards Ltd', 'stock': 34}",Away staff result range. Maybe between assume ten food. As article poor why.,City religious morning suffer total professional. Though chair general way song. Company decision nice usually anyone me.,2025-11-20
2534.64,3,0.04,2535.37,Belleza,Transferencia,"{'nombre': 'Jessica Jenkins', 'edad': 52, 'ciudad': 'Guadalajara'}","{'nombre': 'economic', 'marca': 'Briggs-Coffey', 'stock': 0}",Run tonight range country environmental. Room black cultural president head head.,Activity strong wish close keep. Heavy computer respond later. Himself artist compare picture reduce.,2026-01-10
1599.73,7,0.17,8121.65,Hogar,Tarjeta,"{'nombre': 'Brandon Waller', 'edad': 24, 'ciudad': 'Monterrey'}","{'nombre': 'analysis', 'marca': 'Turner Ltd', 'stock': 96}",Moment four idea may various. Anyone head learn cut.,Piece leave analysis others others. Loss cost instead old media low. Detail you much sort.,2026-01-12
3896.27,8,0.1,4051.57,Electrónica,PayPal,"{'nombre': 'Ann Chase', 'edad': 56, 'ciudad': 'Monterrey'}","{'nombre': 'position', 'marca': 'Mcdonald and Sons', 'stock': 88}",Generation late over firm ask fill choice ago. Operation once rather hold inside grow poor.,Behavior baby push price. Young south television wide church method.,2025-05-24
2997.0,8,0.2,6793.86,Hogar,Tarjeta,"{'nombre': 'Sherry Mcdonald', 'edad': 51, 'ciudad': 'CDMX'}","{'nombre': 'again', 'marca': 'Webb Ltd', 'stock': 76}",Safe back camera take pattern. Democrat eye build box recently region head.,"Radio book seat pass. Card yard social a material. Black receive difficult.
Address story expert thus leave fund teach.",2025-04-08
4498.07,1,0.21,3411.85,Hogar,Efectivo,"{'nombre': 'Roberto Dean', 'edad': 35, 'ciudad': 'Puebla'}","{'nombre': 'none', 'marca': 'Frederick, Gonzales and Gray', 'stock': 8}",Explain recognize station herself. Growth consider establish simply.,Though probably tend term will house. Store make body structure bank team two.,2025-04-12
4667.38,7,0.23,2777.46,Ropa,Efectivo,"{'nombre': 'Bryan Mccarthy', 'edad': 35, 'ciudad': 'Puebla'}","{'nombre': 'identify', 'marca': 'White-Dean', 'stock': 26}",Career receive piece design ever and. Parent station industry. Fly himself little two choose.,Seat instead strong what. Future let beat listen senior also.,2025-10-24
602.52,5,0.27,6104.38,Hogar,Transferencia,"{'nombre': 'Morgan Williams', 'edad': 44, 'ciudad': 'CDMX'}","{'nombre': 'particularly', 'marca': 'Mcgrath and Sons', 'stock': 97}",Year measure believe community guy unit view. Executive test watch.,Marriage dog Republican there debate good. Eye less drug current work. Seat her heavy simply bit audience defense whom.,2026-03-10
275.43,8,0.01,7051.31,Electrónica,Efectivo,"{'nombre': 'Christina Prince', 'edad': 32, 'ciudad': 'Guadalajara'}","{'nombre': 'similar', 'marca': 'Aguilar, Mccarty and Dixon', 'stock': 93}",Although be summer. Fill wind consumer training open.,Instead soon state give. Despite wear good high card specific past. My style particularly find old.,2025-07-20
3851.9,4,0.15,3190.58,Belleza,Transferencia,"{'nombre': 'Steven Lynn', 'edad': 42, 'ciudad': 'Monterrey'}","{'nombre': 'cell', 'marca': 'Campbell, Tran and Brown', 'stock': 27}",Or take raise level imagine decide. Image trouble carry.,Subject meeting lead teacher edge. Or important arrive realize choose this stay. Box beautiful system.,2025-10-23
4176.74,3,0.06,8753.72,Hogar,Transferencia,"{'nombre': 'Christopher Johnson', 'edad': 24, 'ciudad': 'Monterrey'}","{'nombre': 'local', 'marca': 'Jones and Sons', 'stock': 70}",Sell school Republican project drop wall. Air daughter partner decide ahead need.,End put be forget. Eight risk approach. Any bar miss various. Return concern beautiful edge social your president.,2026-01-04
2561.7,8,0.08,9382.12,Electrónica,Tarjeta,"{'nombre': 'Kathleen Mitchell', 'edad': 33, 'ciudad': 'Monterrey'}","{'nombre': 'government', 'marca': 'Wilson, Torres and Burton', 'stock': 65}",Trade field couple business score event. Course much smile. Doctor contain some central.,Across above news north. Morning bed according move lay. Wear hot wrong sign simply.,2025-07-22
1322.13,8,0.14,4297.15,Hogar,Tarjeta,"{'nombre': 'Terry Maldonado', 'edad': 27, 'ciudad': 'Guadalajara'}","{'nombre': 'cold', 'marca': 'Lewis, Beltran and James', 'stock': 86}",Any without family car. Involve pattern real mother should stock. Ability tell song toward.,Never information station region more unit. Case others plan candidate standard. Tend situation see edge. Keep turn mouth field.,2025-07-20
3276.31,4,0.11,7629.77,Electrónica,Transferencia,"{'nombre': 'Lisa Johnson', 'edad': 28, 'ciudad': 'CDMX'}","{'nombre': 'rise', 'marca': 'Guzman, Baker and Walter', 'stock': 69}",Show still two begin lay. Song food animal job.,"Value nor so read however receive while. Risk history one new eight.
Minute fear law affect ago federal. Among then interview know.",2026-03-11
2653.19,7,0.06,7355.74,Electrónica,Transferencia,"{'nombre': 'Carlos Chambers', 'edad': 48, 'ciudad': 'Monterrey'}","{'nombre': 'assume', 'marca': 'Best and Sons', 'stock': 2}",Level bar early. Ability media phone generation officer assume. Exist cause yet station better.,Already outside church popular forget this international. Reality young other still already question leader. Several memory else environmental fall.,2025-11-07
3337.37,3,0.17,5245.01,Electrónica,Transferencia,"{'nombre': 'Michael Figueroa', 'edad': 29, 'ciudad': 'Monterrey'}","{'nombre': 'keep', 'marca': 'Bailey-Walker', 'stock': 66}","Its identify question still.
Understand look then.",Agent character themselves stuff suddenly.,2025-12-20
2950.54,7,0.13,2082.9,Ropa,Tarjeta,"{'nombre': 'Linda Herring', 'edad': 55, 'ciudad': 'Guadalajara'}","{'nombre': 'apply', 'marca': 'Sheppard Inc', 'stock': 47}",Wide other team. In animal believe wall. Individual ten level science could.,Later hold half perform film true.,2025-12-23
1920.96,1,0.15,7097.1,Deportes,Efectivo,"{'nombre': 'Lindsey Castro', 'edad': 52, 'ciudad': 'Puebla'}","{'nombre': 'success', 'marca': 'Owens-Wells', 'stock': 55}",Figure response leg candidate low. Out table line. Job safe bank safe game.,Nature carry name require while the. Situation ahead vote middle responsibility bag course.,2025-10-25
3713.15,2,0.1,1707.55,Belleza,Tarjeta,"{'nombre': 'Mrs. Ashley Kelly DDS', 'edad': 52, 'ciudad': 'CDMX'}","{'nombre': 'data', 'marca': 'Holland, Harris and Orr', 'stock': 49}",Prevent discuss plant option eight. Language read situation war.,Throughout piece imagine best factor allow. Matter strong energy stock behavior. Adult your child. Five because capital item.,2025-10-19
2161.48,7,0.01,8641.97,Deportes,PayPal,"{'nombre': 'Teresa Sutton', 'edad': 43, 'ciudad': 'CDMX'}","{'nombre': 'and', 'marca': 'Taylor-Jacobson', 'stock': 58}",Ever free laugh road teacher article visit race. Bank discussion cold song.,"Risk run join civil wall tend. Black beyond capital. Relate defense whole.
Word seek peace. Choose voice daughter much program call.",2025-07-17
3595.54,5,0.12,8442.15,Hogar,PayPal,"{'nombre': 'Scott Anderson', 'edad': 43, 'ciudad': 'Monterrey'}","{'nombre': 'nature', 'marca': 'Mitchell-King', 'stock': 84}",Level throw yeah war analysis left. Spring example make gun.,"Popular evidence smile model occur happy. Sit accept suddenly others view back.
Public arrive type recently though short.",2025-10-16
1218.22,3,0.24,4846.34,Hogar,Tarjeta,"{'nombre': 'Lauren Harris', 'edad': 51, 'ciudad': 'Guadalajara'}","{'nombre': 'several', 'marca': 'Johnson, Carr and Williams', 'stock': 91}",Its away these. Hold season third quite lawyer which.,Now bill century cell sense. Ready produce difference range choice.,2025-06-12
3126.27,3,0.12,7308.87,Hogar,Tarjeta,"{'nombre': 'Kimberly Mendoza', 'edad': 30, 'ciudad': 'Puebla'}","{'nombre': 'hundred', 'marca': 'Hart PLC', 'stock': 85}",Business star alone ago fire. Rate performance wish million.,"Product thank dream by different another image. Actually town better generation prevent firm.
Son from yourself. Push member another huge PM bill.",2025-12-01
4197.31,6,0.05,7185.28,Hogar,Transferencia,"{'nombre': 'Chris Gonzalez', 'edad': 19, 'ciudad': 'Querétaro'}","{'nombre': 'official', 'marca': 'Hunter PLC', 'stock': 4}",Few benefit it table huge. Happy later against leader. Idea space sometimes market beat item.,Nearly hot professor phone stand grow. Reach bag method senior whole reality skill. Beat into difficult yet we.,2026-03-25
3402.06,7,0.13,3058.18,Belleza,Tarjeta,"{'nombre': 'Cynthia Cortez', 'edad': 44, 'ciudad': 'Puebla'}","{'nombre': 'main', 'marca': 'Tapia-Adkins', 'stock': 100}",Professor speech air left seat. Thus price teach. Court yet that firm someone just.,"Reveal heavy wrong sell look.
Only but white cause. Similar explain population fear paper.
Research get as late cause. Be ability science during.",2025-11-18
3930.4,2,0.08,2262.17,Electrónica,Tarjeta,"{'nombre': 'Latoya Walter', 'edad': 37, 'ciudad': 'Querétaro'}","{'nombre': 'night', 'marca': 'Patel-Mccann', 'stock': 19}","Them father movie lawyer career.
Opportunity media though case.",Shoulder company agent important know. House throughout various phone.,2026-01-19
1646.74,2,0.26,3556.02,Ropa,Tarjeta,"{'nombre': 'Tonya Johnson', 'edad': 22, 'ciudad': 'CDMX'}","{'nombre': 'somebody', 'marca': 'Ward and Sons', 'stock': 7}",Radio often operation nation site who rest.,"Positive where pressure difficult enter. Whole ask their practice must prove.
Concern their me but news.",2026-02-07
607.71,4,0.28,103.49,Hogar,Efectivo,"{'nombre': 'Rachel Mason', 'edad': 45, 'ciudad': 'Puebla'}","{'nombre': 'image', 'marca': 'Herrera-Evans', 'stock': 98}",Fight either production. Home important would wrong.,State study politics pull. Which try decision tough watch today time. Low she approach his take.,2025-09-01
3155.86,1,0.17,9776.62,Ropa,Efectivo,"{'nombre': 'Dr. Corey Thomas', 'edad': 23, 'ciudad': 'Querétaro'}","{'nombre': 'go', 'marca': 'Carpenter PLC', 'stock': 6}",As future ask him. Others Democrat meet bag tough. Success another leave put mean war write entire.,"Party whatever education surface east.
Heart door audience word Democrat. Water guy culture result. Best scientist point.",2026-04-02
987.8,9,0.21,4998.8,Hogar,Tarjeta,"{'nombre': 'Albert Mcdonald', 'edad': 42, 'ciudad': 'CDMX'}","{'nombre': 'student', 'marca': 'Franklin-Smith', 'stock': 89}",Smile century people increase religious century through. Film election stay represent.,"Issue something material film goal.
According off technology girl high summer. Trouble hold little sport community page some group.",2025-06-13
3974.72,3,0.29,2194.61,Deportes,Tarjeta,"{'nombre': 'Philip Lee', 'edad': 45, 'ciudad': 'Querétaro'}","{'nombre': 'hold', 'marca': 'Wallace and Sons', 'stock': 40}",Over modern young party some statement. At art somebody check.,"Its just minute just part TV former charge. From ok north better. Line Congress focus hear face agency.
Much task order modern.",2025-04-06
3962.95,4,0.27,196.92,Ropa,Efectivo,"{'nombre': 'Matthew Owen', 'edad': 47, 'ciudad': 'Monterrey'}","{'nombre': 'computer', 'marca': 'Nelson-Dickerson', 'stock': 3}",Apply activity wall establish impact. Produce now reach someone admit.,"Up option offer finally medical. Color grow near process. Hear arrive wait.
Particular together bar.",2025-11-17
2388.5,5,0.19,735.08,Electrónica,PayPal,"{'nombre': 'Barbara Wells', 'edad': 33, 'ciudad': 'CDMX'}","{'nombre': 'sometimes', 'marca': 'Cole-Bell', 'stock': 74}",Just suggest relationship look. Week data television section sea pattern.,Structure campaign data after pull sense. Administration international style half especially a minute beat. Model just his moment fish material.,2026-02-20
